card_id,customer_id,card_type,credit_limit,available_limit,issue_date,expiry_date
495,242,Classic,142532,66462,2023-10-07,2028-10-05
496,242,Classic,289053,201448,2025-01-22,2030-01-21
497,243,Business,1563991,967333,2020-04-03,2025-04-02
498,244,Classic,148617,142697,2018-12-25,2023-12-24
499,244,Classic,80671,59197,2020-11-07,2025-11-06
500,245,Gold,222949,117744,2025-02-15,2030-02-14
501,246,Gold,221026,140171,2022-05-17,2027-05-16
502,246,Gold,231833,207819,2026-05-20,2031-05-19
503,247,Classic,76174,75363,2023-01-07,2028-01-06
504,247,Classic,82768,28249,2023-08-14,2028-08-12
505,248,Classic,98655,43042,2025-06-10,2030-06-09
506,248,Classic,87363,31704,2024-04-23,2029-04-22
507,248,Classic,85755,55172,2024-09-05,2029-09-04
508,249,Classic,214680,88446,2024-12-16,2029-12-15
509,249,Classic,218260,157119,2025-10-31,2030-10-30
510,249,Classic,208762,76588,2025-07-26,2030-07-25
511,250,Classic,80903,49577,2026-06-17,2031-06-16
512,250,Classic,99140,59172,2026-05-16,2031-05-15
513,251,Gold,125974,122983,2024-09-26,2029-09-25
514,252,Classic,68035,22920,2026-07-10,2031-07-09
515,252,Classic,111925,51768,2021-04-14,2026-04-13
516,253,Gold,217598,66655,2025-03-29,2030-03-28
517,253,Classic,104981,65038,2024-01-18,2029-01-16
518,253,Classic,139195,113690,2023-11-15,2028-11-13
519,254,Classic,64573,38252,2025-10-15,2030-10-14
520,254,Classic,89472,34826,2025-06-20,2030-06-19
521,254,Classic,81252,51888,2025-04-11,2030-04-10
522,255,Gold,116464,49469,2025-12-22,2030-12-21
523,255,Gold,256431,217452,2023-09-18,2028-09-16
524,255,Classic,265663,214800,2026-06-14,2031-06-13
525,256,Classic,144181,62072,2021-02-15,2026-02-14
526,256,Classic,106261,32083,2025-09-14,2030-09-13
527,256,Classic,81531,61858,2022-07-14,2027-07-13
528,257,Gold,648321,544833,2026-05-07,2031-05-06
529,257,Gold,574456,361396,2026-04-04,2031-04-03
530,258,Classic,202355,183949,2024-09-10,2029-09-09
531,259,Classic,98929,62924,2025-06-29,2030-06-28
532,260,Classic,96805,37896,2025-06-19,2030-06-18
533,260,Classic,81604,72515,2021-05-21,2026-05-20
534,260,Classic,126271,81464,2026-06-27,2031-06-26
535,261,Classic,192353,146453,2025-08-24,2030-08-23
536,262,Classic,139742,102821,2026-05-12,2031-05-11
537,262,Classic,132802,63731,2026-04-08,2031-04-07
538,262,Classic,58270,47475,2026-06-08,2031-06-07
539,263,Classic,76422,25796,2023-06-15,2028-06-13
540,264,Classic,91365,88578,2025-11-27,2030-11-26
541,265,Classic,121176,98401,2023-10-20,2028-10-18
542,265,Classic,54799,28963,2022-11-13,2027-11-12
543,266,Classic,56265,38632,2026-01-26,2031-01-25
544,266,Classic,66315,44012,2025-11-05,2030-11-04
545,267,Classic,147426,101864,2023-07-15,2028-07-13
546,267,Classic,94438,52817,2024-07-22,2029-07-21
547,268,Gold,196297,195014,2024-06-23,2029-06-22
548,268,Gold,121656,92136,2024-04-27,2029-04-26
549,269,Gold,257929,124683,2023-03-29,2028-03-27
550,270,Classic,92101,34353,2026-05-12,2031-05-11
551,270,Classic,92981,71208,2022-02-19,2027-02-18
552,270,Classic,90173,56274,2021-08-29,2026-08-28
553,271,Classic,71842,66756,2025-10-10,2030-10-09
554,271,Classic,96077,87429,2025-09-07,2030-09-06
555,271,Classic,145265,89789,2026-03-10,2031-03-09
556,272,Classic,85986,67703,2025-12-25,2030-12-24
557,272,Classic,59835,59730,2023-11-06,2028-11-04
558,272,Classic,97619,96536,2025-08-09,2030-08-08
559,273,Classic,54081,25581,2023-04-04,2028-04-02
560,273,Classic,54561,24640,2025-04-16,2030-04-15
561,273,Classic,80932,75299,2026-05-13,2031-05-12
562,274,Classic,97467,79421,2024-04-29,2029-04-28
563,274,Classic,129310,58904,2024-06-08,2029-06-07
564,274,Classic,98623,78346,2025-11-12,2030-11-11
565,275,Classic,250450,111230,2026-01-09,2031-01-08
566,275,Gold,204342,143716,2026-06-02,2031-06-01
567,276,Business,1323473,516000,2025-01-22,2030-01-21
568,276,Platinum,1190171,880336,2024-11-04,2029-11-03
569,276,Business,1977913,840335,2022-08-03,2027-08-02
570,277,Classic,142279,101176,2023-12-10,2028-12-08
571,277,Classic,130199,76490,2023-05-21,2028-05-19
572,278,Gold,152475,61816,2022-08-24,2027-08-23
573,278,Classic,119412,95073,2024-04-24,2029-04-23
574,278,Classic,287005,202784,2023-06-15,2028-06-13
575,279,Gold,275070,173596,2024-01-23,2029-01-21
576,280,Classic,122089,107689,2020-11-01,2025-10-31
577,280,Classic,89315,82588,2025-10-11,2030-10-10
578,280,Classic,143298,135992,2020-05-30,2025-05-29
579,281,Platinum,1558104,1534369,2025-10-04,2030-10-03
580,281,Platinum,1054515,527097,2026-01-22,2031-01-21
581,281,Platinum,1296471,1217707,2025-06-27,2030-06-26
582,282,Classic,97303,77543,2024-06-02,2029-06-01
583,282,Classic,122305,53700,2024-03-30,2029-03-29
584,283,Gold,334470,181419,2025-11-29,2030-11-28
585,283,Platinum,675879,579657,2025-03-11,2030-03-10
586,283,Platinum,575615,388058,2025-12-25,2030-12-24
587,284,Classic,66426,40703,2025-06-20,2030-06-19
588,284,Classic,108979,93750,2026-02-08,2031-02-07
589,285,Classic,66821,56176,2022-12-02,2027-12-01
590,285,Classic,66912,48425,2025-06-06,2030-06-05
591,285,Classic,66274,53836,2024-01-22,2029-01-20
592,286,Gold,143163,64177,2024-10-13,2029-10-12
593,287,Platinum,1525662,1053390,2026-06-16,2031-06-15
594,287,Platinum,1325557,603504,2025-02-25,2030-02-24
595,288,Business,1062501,974133,2025-02-12,2030-02-11
596,288,Business,1918784,771568,2025-08-29,2030-08-28
597,288,Platinum,1123368,516526,2025-08-29,2030-08-28
598,289,Classic,123874,42561,2023-09-10,2028-09-08
599,289,Classic,60646,21172,2023-09-06,2028-09-04
600,289,Classic,135344,68234,2022-04-12,2027-04-11
601,290,Platinum,624066,522234,2025-10-29,2030-10-28
602,290,Gold,561115,497148,2026-01-24,2031-01-23
603,290,Platinum,636544,349347,2026-01-16,2031-01-15
604,291,Classic,279566,190323,2025-04-12,2030-04-11
605,291,Gold,218893,84796,2025-03-22,2030-03-21
606,292,Classic,70719,50024,2025-02-02,2030-02-01
607,292,Classic,113471,94916,2026-04-12,2031-04-11
608,292,Classic,94589,47206,2024-02-28,2029-02-26
609,293,Platinum,684932,656774,2026-04-29,2031-04-28
610,293,Platinum,509042,221271,2025-05-06,2030-05-05
611,294,Classic,91827,43390,2026-04-28,2031-04-27
612,294,Classic,66059,37346,2025-08-22,2030-08-21
613,295,Classic,68465,26883,2024-10-08,2029-10-07
614,295,Classic,88038,51586,2024-03-15,2029-03-14
615,296,Classic,82541,81470,2024-03-21,2029-03-20
616,296,Classic,92917,89069,2024-07-16,2029-07-15
617,296,Classic,74881,72475,2025-04-27,2030-04-26
618,297,Classic,117466,96425,2025-07-27,2030-07-26
619,298,Classic,115191,37594,2022-01-18,2027-01-17
620,298,Classic,101543,96711,2019-04-19,2024-04-17
621,299,Classic,78199,61689,2024-03-06,2029-03-05
622,299,Classic,56377,20225,2021-02-01,2026-01-31
623,300,Gold,256635,248500,2020-10-07,2025-10-06
624,300,Gold,174907,122817,2021-04-05,2026-04-04
625,301,Classic,212965,98999,2023-11-04,2028-11-02
626,302,Classic,102855,78820,2024-10-22,2029-10-21
627,302,Classic,102505,37456,2023-04-08,2028-04-06
628,303,Classic,97516,67081,2024-05-27,2029-05-26
629,303,Classic,100639,96284,2024-01-24,2029-01-22
630,303,Classic,122070,73284,2025-12-06,2030-12-05
631,304,Classic,66864,26395,2024-03-10,2029-03-09
632,304,Classic,98915,74118,2024-08-30,2029-08-29
633,304,Classic,148954,63595,2024-06-23,2029-06-22
634,305,Classic,115546,39939,2026-07-13,2031-07-12
635,306,Classic,67961,67153,2025-10-11,2030-10-10
636,307,Gold,236139,190637,2025-10-25,2030-10-24
637,307,Classic,258927,212814,2024-06-11,2029-06-10
638,308,Platinum,788305,570493,2023-04-02,2028-03-31
639,309,Classic,130805,78462,2026-06-03,2031-06-02
640,310,Classic,116494,101757,2025-02-02,2030-02-01
641,310,Classic,142895,116651,2025-10-23,2030-10-22
642,310,Classic,112245,35853,2024-09-10,2029-09-09
643,311,Classic,138317,55861,2023-06-10,2028-06-08
644,311,Classic,126507,78279,2020-06-16,2025-06-15
645,312,Classic,128238,100676,2025-02-23,2030-02-22
646,312,Classic,135929,116599,2023-07-01,2028-06-29
647,312,Classic,144555,50097,2023-03-16,2028-03-14
648,313,Classic,72349,56060,2026-04-05,2031-04-04
649,313,Classic,69369,65422,2026-06-22,2031-06-21
650,313,Classic,54138,53764,2022-09-19,2027-09-18
651,314,Classic,75006,23742,2025-02-13,2030-02-12
652,314,Classic,91116,54779,2023-09-21,2028-09-19
653,314,Classic,104127,57962,2022-10-29,2027-10-28
654,315,Classic,146447,139276,2024-07-21,2029-07-20
655,315,Classic,142507,60850,2024-10-03,2029-10-02
656,316,Classic,123516,79658,2025-06-26,2030-06-25
657,316,Classic,118875,85053,2025-02-01,2030-01-31
658,316,Classic,72699,51933,2022-05-08,2027-05-07
659,317,Classic,121601,82917,2026-02-23,2031-02-22
660,317,Classic,129963,102450,2024-12-07,2029-12-06
661,317,Classic,82311,42977,2025-10-05,2030-10-04
662,318,Gold,158947,86692,2023-04-07,2028-04-05
663,318,Gold,284785,139771,2022-01-31,2027-01-30
664,318,Gold,183110,117821,2025-08-09,2030-08-08
665,319,Classic,87721,34303,2026-05-28,2031-05-27
666,319,Classic,101712,75750,2025-02-25,2030-02-24
667,320,Platinum,322054,172016,2024-07-17,2029-07-16
668,321,Platinum,1526376,1385641,2026-04-25,2031-04-24
669,321,Business,1804702,990172,2026-03-19,2031-03-18
670,321,Platinum,1929479,1147449,2026-05-18,2031-05-17
671,322,Classic,67992,27555,2024-11-28,2029-11-27
672,322,Classic,81779,27859,2023-01-09,2028-01-08
673,322,Classic,133616,70602,2024-03-25,2029-03-24
674,323,Classic,208344,149087,2026-07-02,2031-07-01
675,324,Gold,126357,55925,2026-06-30,2031-06-29
676,324,Classic,244271,114684,2026-05-25,2031-05-24
677,324,Gold,271151,206046,2026-05-25,2031-05-24
678,325,Classic,298157,164746,2024-11-02,2029-11-01
679,325,Gold,174819,137104,2024-01-21,2029-01-19
680,326,Classic,135498,115901,2024-07-11,2029-07-10
681,327,Classic,145892,98540,2024-07-16,2029-07-15
682,328,Classic,102034,95540,2025-05-16,2030-05-15
683,329,Classic,54910,17080,2024-10-19,2029-10-18
684,330,Gold,786777,587350,2025-01-27,2030-01-26
685,330,Platinum,538209,497694,2025-03-07,2030-03-06
686,331,Classic,67589,53320,2019-10-25,2024-10-23
687,331,Classic,85761,38364,2025-01-02,2030-01-01
688,331,Classic,93343,38651,2021-06-13,2026-06-12
689,332,Gold,269944,148423,2025-09-17,2030-09-16
690,332,Classic,103692,75292,2024-08-23,2029-08-22
691,332,Gold,248840,125288,2025-04-09,2030-04-08
692,333,Platinum,733580,444313,2026-06-08,2031-06-07
693,334,Business,981902,714874,2026-04-15,2031-04-14
694,334,Platinum,1187514,503696,2025-10-12,2030-10-11
695,334,Business,1478641,1424876,2026-07-16,2031-07-15
696,335,Classic,84181,50391,2022-06-03,2027-06-02
697,336,Gold,297592,159267,2023-03-05,2028-03-03
698,337,Gold,252688,225982,2022-06-17,2027-06-16
699,337,Classic,168564,136248,2024-12-05,2029-12-04
700,338,Classic,116285,50380,2024-09-03,2029-09-02
701,338,Gold,180427,75062,2022-04-14,2027-04-13
702,339,Classic,140477,57532,2024-04-04,2029-04-03
703,339,Classic,98174,58399,2026-06-04,2031-06-03
704,340,Gold,550705,245524,2025-08-19,2030-08-18
705,341,Platinum,518022,443363,2026-04-18,2031-04-17
706,341,Platinum,697069,490934,2026-02-12,2031-02-11
707,342,Gold,699433,339572,2026-01-01,2030-12-31
708,342,Gold,575516,406878,2026-03-09,2031-03-08
709,342,Platinum,340948,250177,2025-09-27,2030-09-26
710,343,Classic,121781,102789,2026-03-30,2031-03-29
711,344,Classic,143132,85946,2025-07-26,2030-07-25
712,345,Classic,65235,64153,2023-09-18,2028-09-16
713,345,Classic,143967,119624,2026-02-19,2031-02-18
714,345,Classic,61919,52022,2025-08-21,2030-08-20
715,346,Classic,218864,100247,2021-03-29,2026-03-28
716,346,Gold,219746,213748,2025-05-03,2030-05-02
717,347,Classic,138181,81846,2025-09-03,2030-09-02
718,348,Gold,507591,285685,2026-01-26,2031-01-25
719,348,Gold,691016,321547,2024-04-12,2029-04-11
720,348,Gold,323744,208192,2025-03-06,2030-03-05
721,349,Classic,120931,44176,2022-06-15,2027-06-14
722,349,Classic,111875,37721,2025-07-26,2030-07-25
723,350,Classic,73590,72472,2025-12-14,2030-12-13
724,350,Classic,134085,124881,2026-01-21,2031-01-20
725,351,Business,1602117,1421285,2025-06-21,2030-06-20
726,351,Business,1587785,644631,2024-04-12,2029-04-11
727,352,Classic,135660,86280,2026-07-06,2031-07-05
728,352,Classic,73392,57226,2026-05-17,2031-05-16
729,352,Classic,119316,52485,2026-05-19,2031-05-18
730,353,Classic,50455,16625,2023-08-06,2028-08-04
731,353,Classic,110686,104566,2024-03-12,2029-03-11
732,353,Classic,119721,85628,2022-02-02,2027-02-01
733,354,Gold,541500,343937,2023-12-05,2028-12-03
734,355,Platinum,398818,178808,2023-08-13,2028-08-11
735,356,Business,832811,502199,2023-08-08,2028-08-06
736,357,Classic,63224,57891,2026-03-19,2031-03-18
737,358,Gold,256705,253177,2025-01-03,2030-01-02
738,359,Gold,428311,151685,2023-04-30,2028-04-28
739,359,Platinum,530142,281903,2020-02-23,2025-02-21
740,359,Gold,695515,661497,2022-12-09,2027-12-08
741,360,Classic,116046,72727,2024-08-01,2029-07-31
742,361,Classic,125690,116077,2024-05-04,2029-05-03
743,362,Classic,81051,44091,2026-03-06,2031-03-05
744,362,Classic,136535,109281,2024-06-29,2029-06-28
745,362,Classic,104206,70648,2025-12-25,2030-12-24
746,363,Classic,245940,228883,2025-09-16,2030-09-15
747,363,Classic,264100,257160,2026-06-06,2031-06-05
748,364,Gold,112290,78830,2023-10-18,2028-10-16
749,364,Gold,237484,154799,2025-10-29,2030-10-28
750,365,Classic,103511,50611,2025-01-14,2030-01-13
751,365,Classic,99343,53903,2024-07-24,2029-07-23
752,365,Classic,81584,80137,2023-12-29,2028-12-27
753,366,Classic,142743,61742,2025-05-04,2030-05-03
754,367,Classic,247426,182407,2026-06-16,2031-06-15
755,367,Gold,246089,212760,2026-05-01,2031-04-30
756,368,Classic,81831,41260,2022-02-04,2027-02-03
757,369,Classic,134765,50792,2025-02-23,2030-02-22
758,370,Gold,124238,107477,2026-07-09,2031-07-08
759,370,Classic,113510,69240,2024-06-30,2029-06-29
760,371,Gold,758028,303727,2026-03-27,2031-03-26
761,371,Gold,721868,615908,2023-02-19,2028-02-18
762,372,Classic,225670,122460,2025-01-14,2030-01-13
763,372,Gold,179478,179281,2026-01-06,2031-01-05
764,372,Classic,155524,71563,2026-04-16,2031-04-15
765,373,Classic,147894,143239,2023-08-28,2028-08-26
766,373,Classic,81797,70127,2022-12-01,2027-11-30
767,373,Classic,101987,61965,2026-01-31,2031-01-30
768,374,Platinum,706592,360381,2025-04-27,2030-04-26
769,374,Platinum,544449,443120,2024-03-13,2029-03-12
770,374,Platinum,461702,275643,2025-10-04,2030-10-03
771,375,Classic,111080,46248,2024-09-22,2029-09-21
772,375,Classic,149828,86921,2024-06-28,2029-06-27
773,376,Gold,182030,108863,2026-01-30,2031-01-29
774,377,Classic,147157,63273,2021-08-20,2026-08-19
775,378,Business,1960378,1812916,2024-07-04,2029-07-03
776,379,Gold,177382,73190,2025-10-23,2030-10-22
777,379,Classic,186472,86090,2024-06-01,2029-05-31
778,379,Gold,249366,139225,2024-09-05,2029-09-04
779,380,Classic,83728,75145,2024-11-15,2029-11-14
780,380,Classic,144838,127559,2025-02-19,2030-02-18
781,381,Gold,220803,110341,2026-03-22,2031-03-21
782,381,Gold,144371,61655,2025-09-13,2030-09-12
783,381,Gold,148247,115532,2025-10-05,2030-10-04
784,382,Gold,574697,190142,2022-01-04,2027-01-03
785,382,Gold,795550,289536,2025-10-16,2030-10-15
786,382,Gold,516212,226948,2024-06-02,2029-06-01
787,383,Classic,58908,27569,2026-01-28,2031-01-27
788,383,Classic,78668,56743,2026-06-13,2031-06-12
789,383,Classic,98916,37597,2025-12-04,2030-12-03
790,384,Classic,136413,104867,2026-06-30,2031-06-29
791,384,Classic,50866,50138,2026-06-01,2031-05-31
792,384,Classic,51553,16561,2026-06-16,2031-06-15
793,385,Gold,240440,147285,2026-03-18,2031-03-17
794,385,Classic,231652,182367,2026-02-28,2031-02-27
795,385,Classic,128053,51039,2026-04-01,2031-03-31
796,386,Gold,426337,228528,2020-08-23,2025-08-22
797,386,Platinum,727407,404051,2025-10-31,2030-10-30
798,386,Platinum,716775,423120,2021-08-12,2026-08-11
799,387,Gold,206437,182254,2026-06-18,2031-06-17
800,388,Classic,141388,72019,2025-08-12,2030-08-11
801,388,Classic,139658,52463,2025-07-21,2030-07-20
802,388,Classic,62255,45236,2026-07-05,2031-07-04
803,389,Gold,244887,198247,2026-03-04,2031-03-03
804,389,Classic,266919,82552,2025-03-01,2030-02-28
805,390,Classic,60837,51009,2023-07-25,2028-07-23
806,390,Classic,134529,83778,2024-06-14,2029-06-13
807,390,Classic,119226,41344,2021-05-26,2026-05-25
808,391,Platinum,1988632,1593785,2020-10-15,2025-10-14
809,392,Classic,59744,36297,2021-10-23,2026-10-22
810,392,Classic,73508,42662,2023-04-16,2028-04-14
811,393,Classic,126943,56981,2021-09-09,2026-09-08
812,394,Classic,60084,37638,2025-03-28,2030-03-27
813,394,Classic,123919,68694,2024-05-08,2029-05-07
814,394,Classic,138740,112474,2026-02-14,2031-02-13
815,395,Gold,298078,283342,2025-09-13,2030-09-12
816,395,Classic,280698,274044,2022-07-26,2027-07-25
817,396,Classic,57038,23512,2026-04-20,2031-04-19
818,397,Gold,739707,261767,2024-09-14,2029-09-13
819,397,Platinum,617282,588364,2024-10-18,2029-10-17
820,398,Gold,185557,59550,2026-03-31,2031-03-30
821,398,Gold,218109,194040,2022-06-15,2027-06-14
822,398,Classic,193273,156396,2021-11-16,2026-11-15
823,399,Classic,278177,237036,2025-09-06,2030-09-05
824,399,Gold,122464,117822,2023-05-31,2028-05-29
825,400,Gold,673874,240700,2025-09-10,2030-09-09
826,400,Gold,440494,213004,2024-10-09,2029-10-08
827,401,Classic,146948,95152,2023-05-01,2028-04-29
828,401,Classic,97277,43148,2025-03-26,2030-03-25
829,402,Classic,90405,56267,2026-02-25,2031-02-24
830,403,Business,1014394,443261,2024-04-20,2029-04-19
831,403,Platinum,1192989,809810,2021-11-24,2026-11-23
832,404,Classic,63538,20782,2026-06-26,2031-06-25
833,404,Classic,96388,41114,2026-06-16,2031-06-15
834,405,Classic,100493,31764,2026-05-18,2031-05-17
835,405,Classic,104238,82100,2025-10-05,2030-10-04
836,405,Classic,145006,116840,2025-09-08,2030-09-07
837,406,Classic,279651,183701,2026-03-19,2031-03-18
838,407,Classic,85247,45308,2026-07-05,2031-07-04
839,408,Business,1106047,398154,2026-04-16,2031-04-15
840,408,Platinum,1711582,1092207,2025-05-07,2030-05-06
841,409,Platinum,553876,206490,2025-11-12,2030-11-11
842,409,Platinum,431963,258872,2026-01-19,2031-01-18
843,410,Platinum,611325,506709,2026-05-14,2031-05-13
844,410,Gold,540051,218099,2026-06-15,2031-06-14
845,410,Gold,459728,141466,2026-07-11,2031-07-10
846,411,Classic,131289,89178,2024-06-09,2029-06-08
847,411,Classic,107700,76184,2026-01-30,2031-01-29
848,412,Classic,89378,47828,2023-05-05,2028-05-03
849,412,Classic,112784,75015,2023-11-04,2028-11-02
850,413,Classic,91830,46649,2024-07-09,2029-07-08
851,414,Classic,125481,69419,2022-08-22,2027-08-21
852,414,Classic,99290,66526,2019-09-28,2024-09-26
853,414,Classic,97843,44279,2022-12-18,2027-12-17
854,415,Classic,127624,109803,2024-11-21,2029-11-20
855,415,Classic,139353,113907,2025-01-04,2030-01-03
856,415,Classic,145317,104100,2025-09-02,2030-09-01
857,416,Classic,107469,70425,2026-03-24,2031-03-23
858,416,Classic,103627,96532,2024-09-07,2029-09-06
859,416,Classic,133012,79595,2026-07-08,2031-07-07
860,417,Gold,272664,122206,2024-02-05,2029-02-03
861,418,Classic,99412,39517,2023-04-19,2028-04-17
862,418,Classic,128372,101325,2024-08-05,2029-08-04
863,418,Classic,120040,102414,2022-09-24,2027-09-23
864,419,Classic,121256,41194,2022-08-18,2027-08-17
865,419,Classic,141964,112962,2021-03-10,2026-03-09
866,419,Classic,64335,35568,2024-11-16,2029-11-15
867,420,Classic,71802,63941,2022-11-21,2027-11-20
868,420,Classic,123822,121691,2026-01-19,2031-01-18
869,420,Classic,148655,88059,2024-08-04,2029-08-03
870,421,Gold,305530,117508,2021-11-19,2026-11-18
871,421,Platinum,416392,392658,2024-09-21,2029-09-20
872,422,Classic,108429,81564,2023-05-10,2028-05-08
873,422,Classic,110694,110355,2024-06-06,2029-06-05
874,422,Classic,95215,31783,2023-09-03,2028-09-01
875,423,Classic,88722,53877,2023-11-28,2028-11-26
876,423,Classic,65213,28847,2022-01-20,2027-01-19
877,424,Classic,94966,88170,2023-02-11,2028-02-10
878,424,Classic,118303,98788,2026-06-09,2031-06-08
879,425,Classic,62795,47553,2025-09-24,2030-09-23
880,425,Classic,91800,31942,2025-04-29,2030-04-28
881,426,Classic,143163,58032,2023-04-20,2028-04-18
882,426,Classic,94967,42824,2025-06-10,2030-06-09
883,427,Classic,294114,152174,2021-05-23,2026-05-22
884,427,Classic,244679,115381,2024-12-18,2029-12-17
885,427,Gold,246761,185798,2020-10-20,2025-10-19
886,428,Classic,103090,55103,2026-05-06,2031-05-05
887,428,Classic,133948,126338,2026-05-24,2031-05-23
888,429,Classic,53826,29078,2026-03-03,2031-03-02
889,429,Classic,127621,94588,2024-10-09,2029-10-08
890,430,Gold,669484,313460,2021-01-09,2026-01-08
891,430,Gold,445932,166580,2023-10-19,2028-10-17
